左槽,防具三件套效果,五件套效果,首饰三件套效果,上衣,下装,护肩,腰带,鞋子,手镯,项链,戒指,武器,武器类型,最终力智,最终力智系数,最终双攻系数,最终面板,最终白字,最终黄字,最终属强,最终技工,装备技工,最终暴击率,最终爆伤,最终暴击期望,最终强度,damage
羽毛,变色龙套二件套效果,变色龙套五件套效果,刺杀三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,4776.03,1.33,1.15,76572.57226,1.52,2.25,205,1.8108,1.5708,0.805692884,1.8,1.644554307,1506552.592,5293580471
尼威尔徽章,灼伤套二件套效果,灼伤套五件套效果,时空三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.27,68249.77724,1.77,2,331,1.6215688,1.3715688,0.703333333,1.713,1.501476667,1473287.098,5289467529
时间怀表,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5135.13,1.43,1.15,82043.53258,1.24,2.1,255,1.9956,1.7556,0.7882397,1.95,1.748827715,1609818.014,5282423992
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,火强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.48,1.8,308,1.667248,1.417248,0.749550562,1.853,1.639366629,1564572.343,5281594133
手套,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,4057.83,1.13,1.15,65630.65162,1.24,2.35,255,1.9956,1.7556,0.693333333,2.2,1.832,1509614.842,5277440788
羽毛,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.968522727,1.86,281,1.6744848,1.4344848,0.863146067,1.7,1.604202247,1599498.852,5277064055
羽毛,变色龙套二件套效果,变色龙套五件套效果,时空三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,4883.76,1.36,1.15,78213.86035,2.067045455,1.88,245,1.576965,1.336965,0.825692884,1.7,1.577985019,1598625.735,5274183467
羽毛,堕落圣职者二件套效果,堕落圣职者五件套效果,火强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3591,1,1.05,53429.8464,2.721681818,1.67,318,1.657248,1.417248,0.739550562,1.84,1.621222472,1595612.619,5264242599
手套,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,2.062386364,1.81,269,1.925376,1.685376,0.7882397,2.05,1.827651685,1603765.345,5262562885
圣灵之咒,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,3.168431818,1.58,303,1.657248,1.417248,0.719550562,1.7,1.503685393,1584560.666,5262547495
羽毛,灼伤套二件套效果,灼伤套五件套效果,火强三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.27,64624.67136,2.328181818,1.62,358,1.595088,1.355088,0.664644195,1.84,1.558301124,1591737.488,5251457772
时间怀表,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,4165.56,1.16,1.15,67271.93971,1.47,2.42,281,1.734255,1.494255,0.693333333,1.85,1.589333333,1502137.345,5251300313
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,火强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.48,1.87,308,1.657248,1.417248,0.739550562,1.84,1.621222472,1597785.859,5242941924
时间怀表,灼伤套二件套效果,灼伤套五件套效果,时空三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.27,68249.77724,1.77,2.07,331,1.6115688,1.3715688,0.693333333,1.7,1.485333333,1499155.03,5240874483
羽毛,堕落圣职者二件套效果,堕落圣职者五件套效果,火强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,2.762590909,1.67,306,1.657248,1.417248,0.719550562,1.84,1.604422472,1567062.357,5235724262
羽毛,灼伤套二件套效果,灼伤套五件套效果,属强三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.27,64624.67136,2.868318182,1.4,353,1.595088,1.355088,0.644644195,1.7,1.451250936,1564634.172,5227611435
名将兵书,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3591,1,1.45,73784.0736,1.959727273,1.72,326,1.57089,1.33089,0.674644195,1.739,1.49856206,1453038.703,5226585664
羽毛,灼伤套二件套效果,灼伤套五件套效果,属强三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.27,64624.67136,2.816363636,1.4,365,1.595088,1.355088,0.664644195,1.7,1.465250936,1583598.028,5224604079
尼威尔徽章,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,4057.83,1.13,1.15,65630.65162,1.573409091,1.98,269,2.0056,1.7556,0.723333333,1.963,1.69657,1546378.647,5220176892
羽毛,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,4165.56,1.16,1.15,67271.93971,1.821136364,1.98,295,1.734255,1.494255,0.713333333,1.85,1.606333333,1581884.541,5218950946
名将兵书,暗黑套二件套效果,暗黑套五件套效果,火强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3591,1,1.45,73784.0736,1.739090909,1.81,329,1.57089,1.33089,0.674644195,1.879,1.593012247,1450367.442,5216977126
羽毛,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,2.303931818,2.08,291,1.657248,1.417248,0.719550562,1.7,1.503685393,1482038.846,5207446414
羽毛,灼伤套二件套效果,灼伤套五件套效果,刺杀三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.27,84562.75371,1.54,1.68,305,1.851456,1.611456,0.7882397,1.8,1.63059176,1576174.805,5200113393
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.05,53429.8464,2.932840909,1.58,315,1.667248,1.417248,0.749550562,1.713,1.534429551,1540308.734,5199686428
圣灵之咒,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.888295455,1.71,305,1.657248,1.417248,0.739550562,1.7,1.517685393,1583899.178,5197374450
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.05,53429.8464,2.932840909,1.65,315,1.657248,1.417248,0.739550562,1.7,1.517685393,1581454.621,5189352930
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.05,56426.98118,1.968522727,2.18,281,1.6844848,1.4344848,0.7782397,1.713,1.554884906,1444322.352,5185476882
羽毛,变色龙套二件套效果,变色龙套五件套效果,刺杀三件套,变色龙套上衣,变色龙套下装,变色龙套护肩,变色龙套腰带,变色龙套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,4776.03,1.33,1.15,76572.57226,1.819318182,1.88,219,1.8108,1.5708,0.825692884,1.8,1.660554307,1571466.597,5184580081
羽毛,灼伤套二件套效果,灼伤套五件套效果,刺杀三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.67,87362.33432,1.54,1.7,305,1.851456,1.611456,0.693333333,1.8,1.554666667,1571018.058,5183100264
羽毛,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.717840909,1.86,255,1.925376,1.685376,0.863146067,1.8,1.690516854,1569880.402,5179346911
时间怀表,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,4057.83,1.13,1.15,65630.65162,1.573409091,2.05,269,1.9956,1.7556,0.713333333,1.95,1.677666667,1575315.629,5169208567
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.560340909,1.68,305,1.6844848,1.4344848,0.7982397,1.713,1.569144906,1530948.79,5168089662
圣灵之咒,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.05,56426.98118,2.530795455,1.81,295,1.6744848,1.4344848,0.7882397,1.7,1.55176779,1572225.833,5159069776
名将兵书,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,卸甲炮,手炮,3591,1,1.45,73784.0736,1.841090909,1.67,331,1.52205,1.28205,0.700861423,1.939,1.658108876,1433920.967,5157819097
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,2.968431818,1.58,303,1.667248,1.417248,0.729550562,1.713,1.520169551,1509869.225,5156963169
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.607659091,1.68,293,1.6844848,1.4344848,0.7782397,1.713,1.554884906,1509756.613,5156578541
羽毛,灼伤套二件套效果,灼伤套五件套效果,时空三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.27,68249.77724,2.460954545,1.5,343,1.6115688,1.3715688,0.693333333,1.7,1.485333333,1543315.016,5156381839
圣灵之咒,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,2.262386364,1.81,269,1.925376,1.685376,0.7882397,1.8,1.63059176,1569601.419,5150458078
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,属强三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,2.968431818,1.65,303,1.657248,1.417248,0.719550562,1.7,1.503685393,1550309.615,5148794966
羽毛,灼伤套二件套效果,灼伤套五件套效果,刺杀三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.27,66437.2243,2.199045455,1.5,317,1.851456,1.611456,0.693333333,1.8,1.554666667,1539711.071,5144340669
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.560340909,1.75,305,1.6744848,1.4344848,0.7882397,1.7,1.55176779,1567715.404,5144269346
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,2.281295455,1.68,279,1.935376,1.685376,0.7982397,1.813,1.648968876,1523854.666,5144141722
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.607659091,1.75,293,1.6744848,1.4344848,0.7682397,1.7,1.53776779,1546116.92,5134870437
羽毛,MP套二件套效果,MP套五件套效果,刺杀三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,5135.13,1.43,1.15,82043.53258,1.24,2.03,255,1.9956,1.7556,0.7882397,1.95,1.748827715,1556157.414,5134072050
尼威尔徽章,灼伤套二件套效果,灼伤套五件套效果,刺杀三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.27,66437.2243,1.54,2,305,1.861456,1.611456,0.703333333,1.813,1.57181,1428734.86,5129513902
尼威尔徽章,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,2.325068182,1.68,267,1.935376,1.685376,0.7782397,1.813,1.632708876,1500798.607,5125982444
羽毛,MP套二件套效果,MP套五件套效果,时空三件套,MP套上衣,MP套下装,MP套护肩,MP套腰带,MP套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,4165.56,1.16,1.15,67271.93971,1.47,2.35,281,1.734255,1.494255,0.693333333,1.85,1.589333333,1458687.091,5125395250
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,2.281295455,1.75,279,1.925376,1.685376,0.7882397,1.8,1.63059176,1561547.876,5124031343
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,时空三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.05,56426.98118,1.968522727,2.25,281,1.6744848,1.4344848,0.7682397,1.7,1.53776779,1465536.983,5123349635
羽毛,灼伤套二件套效果,灼伤套五件套效果,时空三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.27,68249.77724,2.397272727,1.5,355,1.6115688,1.3715688,0.713333333,1.7,1.499333333,1549894.557,5113409642
尼威尔徽章,灼伤套二件套效果,灼伤套五件套效果,时空三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.27,68249.77724,2.155227273,1.63,345,1.6215688,1.3715688,0.723333333,1.713,1.515736667,1513445.617,5109003448
时间怀表,堕落圣职者二件套效果,堕落圣职者五件套效果,刺杀三件套,堕落圣职者上衣,堕落圣职者下装,堕落圣职者护肩,堕落圣职者腰带,堕落圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,2.325068182,1.75,267,1.925376,1.685376,0.7682397,1.8,1.61459176,1537996.565,5107901606
羽毛,灼伤套二件套效果,灼伤套五件套效果,刺杀三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3698.73,1.03,1.27,66437.2243,2.138909091,1.5,329,1.851456,1.611456,0.713333333,1.8,1.570666667,1546828.45,5103293947
羽毛,灼伤套二件套效果,灼伤套五件套效果,属强三件套,灼伤套上衣,灼伤套下装,灼伤套护肩,灼伤套腰带,灼伤套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.27,64624.67136,2.559318182,1.53,355,1.595088,1.355088,0.664644195,1.7,1.465250936,1545809.171,5099931144
